tenure,num_of_orders,days_since_last_purchase,total_spent,avg_order_value,num_complaints,discount_used,login_frequency,preferred_category,churn
48,81,28,6276.68,77.49,2,1,19,2,0
13,1,74,2398.57,2398.57,0,0,26,1,0
28,94,81,7215.08,76.76,4,1,1,1,0
5,3,22,5516.4,1838.8,5,0,25,2,1
13,46,171,4523.13,98.33,7,1,17,3,1
17,55,164,8116.86,147.58,8,1,1,1,1
50,75,96,2510.6,33.47,6,1,17,3,1
40,88,122,8843.44,100.49,0,0,7,3,0
45,86,123,5654.38,65.75,6,1,9,1,1
32,64,52,6130.83,95.79,9,1,19,1,0
29,45,164,8763.08,194.74,8,0,3,1,1
51,26,156,8194.07,315.16,3,1,9,3,0
58,77,78,6055.46,78.64,6,1,9,1,0
3,65,164,7556.56,116.25,8,1,26,1,1
56,24,70,4389.86,182.91,0,0,29,1,0
40,74,137,5519.04,74.58,9,0,2,1,1
34,35,21,714.49,20.41,8,0,20,2,1
40,24,64,989.59,41.23,3,1,3,1,0
27,28,76,8311.31,296.83,7,0,22,3,0
13,80,61,690.75,8.63,2,1,9,3,1
45,16,95,1777.05,111.07,1,0,6,0,0
33,59,40,7978.74,135.23,7,0,21,2,0
6,81,4,111.34,1.37,7,1,22,2,0
24,54,31,2895.8,53.63,2,0,11,0,0
19,79,155,5881.98,74.46,7,0,6,3,1
16,16,153,5994.95,374.68,5,1,12,3,1
40,15,69,7793.81,519.59,9,1,7,1,1
28,98,70,5108.67,52.13,8,1,26,0,1
33,11,5,5143.08,467.55,9,1,12,3,1
59,65,115,7280.57,112.01,5,1,0,0,0
59,79,91,5036.38,63.75,7,1,15,0,0
48,90,8,6124.06,68.05,1,1,18,2,0
41,68,9,8987.96,132.18,0,1,27,3,0
13,43,15,4074.36,94.75,9,0,18,3,1
43,69,105,3912.74,56.71,9,1,20,1,1
45,99,7,135.14,1.37,1,0,25,3,0
25,13,72,6172.92,474.84,3,1,29,2,0
53,10,115,394.74,39.47,9,1,12,3,1
42,75,15,5091.07,67.88,8,0,28,1,0
36,82,165,8061.91,98.32,6,0,6,3,1
27,98,83,5544.22,56.57,8,0,14,0,1
38,41,39,2769.4,67.55,8,1,25,2,0
7,50,134,7883.07,157.66,8,1,5,1,1
5,87,57,2770.2,31.84,7,1,3,1,1
43,71,92,7357.01,103.62,5,1,21,0,0
45,59,81,6141.56,104.09,9,0,22,2,0
58,39,147,1782.96,45.72,6,1,19,3,1
57,3,127,9060.83,3020.28,1,0,10,2,0
51,76,159,2086.37,27.45,0,1,23,2,0
31,7,75,9896.91,1413.84,4,1,20,2,0
23,49,79,172.37,3.52,7,0,18,2,1
42,26,10,2708.49,104.17,2,1,1,2,0
10,33,107,2078.62,62.99,6,0,16,2,1
32,48,87,238.53,4.97,4,1,14,0,0
43,79,67,7350.44,93.04,9,1,19,1,0
53,2,62,6964.92,3482.46,7,1,17,0,0
30,71,131,7944.27,111.89,5,1,11,3,1
39,32,146,2641.32,82.54,5,1,2,1,1
31,4,153,4498.92,1124.73,6,0,16,1,1
18,20,107,6625.22,331.26,6,1,13,3,1
36,36,148,4453.71,123.71,3,1,28,1,0
2,32,93,7003.53,218.86,9,1,5,3,1
14,28,86,6376.34,227.73,9,1,3,2,1
13,77,178,1235.01,16.04,9,0,20,2,1
29,1,121,7832.33,7832.33,7,1,7,1,1
12,60,79,7234.7,120.58,5,0,26,1,0
39,56,10,6592.76,117.73,7,0,19,2,0
2,35,149,1635.43,46.73,6,0,21,2,1
32,30,29,2753.16,91.77,0,0,2,3,0
13,54,96,3992.45,73.93,3,0,7,1,1
46,36,10,2871.3,79.76,6,1,12,1,0
27,55,13,2355.32,42.82,8,0,18,0,0
49,89,47,8073.04,90.71,1,0,14,2,0
41,80,151,6418.5,80.23,4,0,22,2,0
17,58,50,5698.17,98.24,8,0,6,1,1
40,83,132,2336.93,28.16,8,0,2,0,1
31,65,116,9188.96,141.37,5,0,18,3,0
34,69,113,1992.71,28.88,6,1,25,3,1
24,51,85,7970.01,156.27,8,1,9,2,1
45,22,53,9670.06,439.55,9,0,27,0,0
35,88,130,7298.22,82.93,7,0,26,0,1
48,53,68,9929.3,187.35,9,0,15,3,0
6,36,79,6545.41,181.82,5,0,13,2,1
19,68,57,2252.86,33.13,5,0,7,1,1
30,36,97,2117.81,58.83,6,1,10,0,1
7,52,135,3313.19,63.72,6,1,18,1,1
10,53,147,170.59,3.22,1,1,1,2,1
41,82,172,6848.81,83.52,8,1,4,3,1
32,50,63,2759.81,55.2,3,1,10,0,0
34,80,65,8170.31,102.13,9,1,6,1,1
28,41,39,3655.81,89.17,8,0,7,0,1
15,18,109,4851.57,269.53,9,0,16,0,1
30,22,26,9660.32,439.11,2,1,11,0,0
37,66,172,2497.5,37.84,4,0,17,2,1
29,21,12,7240.42,344.78,4,1,28,1,0
22,44,150,7575.67,172.17,6,1,6,0,1
4,47,77,2287.88,48.68,3,1,8,1,1
20,39,142,5059.87,129.74,3,0,18,2,1
32,29,86,3567.0,123.0,0,0,13,0,0
36,54,30,7741.87,143.37,5,1,23,0,0
50,90,172,6262.58,69.58,3,0,29,0,0
4,85,166,4812.23,56.61,9,1,25,1,1
27,17,170,7815.7,459.75,9,0,18,1,1
17,80,52,2428.04,30.35,4,0,19,0,0
12,60,63,7560.86,126.01,8,1,17,1,1
22,31,120,8667.21,279.59,3,1,24,1,0
17,73,105,8798.35,120.53,0,1,29,0,0
10,95,162,7858.37,82.72,8,1,14,0,1
54,78,39,4139.34,53.07,4,0,20,3,0
1,49,41,9819.9,200.41,9,1,20,3,1
22,2,121,3857.98,1928.99,6,0,3,0,1
26,48,108,6422.39,133.8,2,1,12,2,0
56,14,165,1694.63,121.04,3,0,4,0,1
59,59,65,9806.44,166.21,9,1,11,0,0
18,97,118,7069.46,72.88,8,1,29,0,1
50,99,79,7558.44,76.35,9,1,16,0,1
14,58,160,751.19,12.95,0,0,9,0,1
47,58,8,7657.84,132.03,4,0,29,0,0
29,51,97,7769.76,152.35,7,1,25,0,1
12,84,18,6750.55,80.36,9,0,11,0,1
36,2,173,2989.91,1494.96,6,1,5,3,1
59,41,96,4947.93,120.68,3,0,26,3,0
35,83,33,1193.3,14.38,6,1,19,3,0
52,82,5,4768.71,58.16,0,1,27,2,0
12,16,127,2513.86,157.12,5,0,19,1,1
7,4,74,3556.06,889.02,8,0,11,2,1
29,12,126,1709.74,142.48,2,0,12,2,1
11,29,164,2377.54,81.98,3,1,20,0,1
33,7,151,858.03,122.58,7,0,29,3,1
6,14,168,9207.02,657.64,4,0,16,0,1
47,12,5,5351.07,445.92,4,0,19,0,0
15,99,34,4027.75,40.68,0,0,9,3,0
32,5,24,5396.79,1079.36,5,0,18,0,0
51,81,145,6320.1,78.03,1,1,4,1,0
11,32,95,9226.6,288.33,0,1,25,1,0
58,74,71,1869.06,25.26,5,0,4,2,0
23,43,92,3025.97,70.37,4,1,7,3,0
26,81,125,9760.31,120.5,4,0,29,1,0
34,69,22,3774.81,54.71,8,0,16,2,0
46,45,15,323.36,7.19,9,1,2,0,1
34,9,101,1561.67,173.52,9,1,20,2,1
29,49,15,360.75,7.36,2,1,15,2,0
4,33,153,9900.24,300.01,0,1,26,1,0
17,18,53,2860.82,158.93,7,1,18,2,1
35,9,149,9243.07,1027.01,4,1,5,3,1
13,62,102,9959.27,160.63,4,1,9,0,1
41,57,113,6038.43,105.94,7,0,15,3,1
39,29,32,428.64,14.78,7,0,12,0,0
15,78,21,907.76,11.64,1,0,2,3,0
55,25,172,4867.73,194.71,2,1,21,0,0
29,15,83,4121.1,274.74,9,0,7,3,1
29,6,14,6101.16,1016.86,9,0,19,0,1
11,42,15,4444.59,105.82,0,0,7,1,0
52,29,148,9347.36,322.32,2,0,6,2,1
32,79,34,5393.92,68.28,3,1,26,2,0
2,93,164,6967.89,74.92,6,0,10,2,1
47,4,83,8975.2,2243.8,8,0,28,2,0
14,82,9,1554.03,18.95,4,0,19,0,0
20,57,158,2374.37,41.66,0,0,2,3,1
22,49,77,1162.45,23.72,1,0,20,3,0
11,44,163,1482.42,33.69,9,1,20,1,1
27,80,141,5174.58,64.68,1,0,29,2,0
3,75,174,3279.67,43.73,8,0,6,2,1
17,14,9,4289.41,306.39,9,0,10,1,1
44,3,36,9826.65,3275.55,6,0,16,2,0
56,62,117,1651.37,26.64,1,0,24,1,0
28,64,3,5454.04,85.22,0,0,17,2,0
29,45,19,1078.82,23.97,4,1,24,3,0
21,82,156,3253.11,39.67,0,0,8,1,1
47,58,23,5322.51,91.77,8,0,12,3,0
16,20,104,9471.65,473.58,2,1,28,2,0
37,58,135,3973.16,68.5,1,1,29,3,0
59,89,105,742.58,8.34,5,0,14,3,0
20,57,142,3942.8,69.17,2,0,18,0,1
6,77,46,1542.84,20.04,4,1,14,2,1
19,68,143,2376.9,34.95,9,0,6,0,1
57,78,15,6219.1,79.73,7,1,2,1,0
5,97,51,767.5,7.91,9,0,23,0,1
3,92,110,4700.77,51.1,1,0,7,2,1
59,52,8,6133.67,117.96,4,0,12,0,0
1,37,69,4276.4,115.58,7,1,15,0,1
58,8,179,289.35,36.17,0,1,2,2,1
38,44,63,9856.64,224.01,9,1,20,3,1
15,98,68,3734.45,38.11,9,1,22,1,1
34,5,144,7807.91,1561.58,3,0,0,0,1
35,69,152,3323.9,48.17,4,0,2,2,1
49,31,6,4802.67,154.92,9,1,15,0,0
25,45,119,3945.79,87.68,2,1,0,1,1
24,9,57,3491.14,387.9,1,1,17,1,0
12,32,31,316.33,9.89,2,1,13,1,0
18,33,6,3664.21,111.04,4,0,29,0,0
15,67,157,8905.95,132.92,6,1,6,3,1
44,30,67,6934.89,231.16,1,0,22,3,0
16,76,131,1539.69,20.26,6,1,2,3,1
27,29,156,5952.43,205.26,5,0,28,2,1
8,3,74,8933.09,2977.7,6,1,21,3,1
46,90,114,7030.34,78.11,6,0,15,3,1
25,57,97,1571.98,27.58,8,0,28,1,1
17,30,176,8691.54,289.72,6,0,5,2,1
29,9,80,3085.29,342.81,5,0,17,1,1
53,26,123,4595.35,176.74,9,0,28,0,1
8,2,138,5308.81,2654.4,7,0,24,0,1
15,62,33,8520.02,137.42,6,0,12,1,0
27,3,140,9322.91,3107.64,5,0,23,2,1
46,46,44,9303.56,202.25,3,0,1,3,0
50,68,13,178.75,2.63,6,1,11,3,0
52,25,152,9226.7,369.07,7,1,3,2,1
7,51,172,638.43,12.52,7,0,8,3,1
3,13,57,2731.16,210.09,3,1,19,3,1
29,44,96,5198.38,118.14,9,1,22,1,1
44,35,144,4851.26,138.61,8,0,4,0,1
53,55,109,6086.63,110.67,2,0,9,2,0
24,87,120,4846.52,55.71,8,1,5,2,1
58,9,100,9350.32,1038.92,2,0,0,3,0
3,2,149,2481.43,1240.71,6,0,19,3,1
20,61,111,2812.84,46.11,3,0,4,0,1
46,41,51,9215.31,224.76,4,1,5,2,0
15,44,21,859.72,19.54,2,1,21,1,0
25,64,60,6134.65,95.85,1,1,20,0,0
30,31,179,6849.19,220.94,7,0,18,1,1
14,47,21,5104.86,108.61,6,0,10,0,1
7,2,107,6972.9,3486.45,6,0,14,1,1
17,96,126,1810.27,18.86,7,0,1,1,1
44,82,134,8541.06,104.16,0,0,14,1,0
20,77,73,1486.25,19.3,7,1,6,2,1
36,69,76,4068.04,58.96,9,0,16,3,1
9,58,78,845.05,14.57,4,1,11,2,1
38,44,134,5497.59,124.95,7,0,11,1,1
48,74,65,6730.48,90.95,8,1,4,3,1
57,56,86,9418.09,168.18,1,0,19,1,0
22,43,34,7419.43,172.54,2,0,6,0,0
54,89,56,5456.92,61.31,5,0,1,3,0
53,34,75,9332.91,274.5,8,0,26,2,0
53,30,3,4836.52,161.22,9,1,12,1,0
2,71,170,5655.94,79.66,9,0,23,3,1
24,70,6,6001.38,85.73,7,1,8,2,0
8,55,6,4158.8,75.61,5,1,28,0,0
11,67,148,8400.98,125.39,4,1,14,1,1
13,13,149,1933.24,148.71,2,0,27,2,1
17,3,2,5592.94,1864.31,3,0,25,3,0
8,26,90,7250.11,278.85,6,1,14,0,1
21,57,56,9049.36,158.76,6,0,0,1,0
18,24,96,8850.79,368.78,2,1,20,2,0
30,53,10,5136.53,96.92,3,1,19,0,0
18,70,87,6467.3,92.39,2,0,20,0,0
46,43,70,4002.95,93.09,1,0,24,2,0
47,60,151,4734.96,78.92,5,1,27,1,1
31,58,113,9072.03,156.41,6,1,2,2,1
38,49,30,9313.97,190.08,3,0,29,0,0
32,42,128,8964.6,213.44,4,0,0,0,1
11,76,78,1469.87,19.34,7,0,26,3,1
45,66,165,8515.83,129.03,8,1,18,1,1
25,11,55,9488.8,862.62,6,1,19,2,0
33,98,49,3676.37,37.51,9,1,12,1,1
38,90,34,5234.6,58.16,0,0,14,1,0
41,18,105,7813.04,434.06,2,1,12,0,0
8,85,172,5664.57,66.64,4,1,17,3,1
11,52,22,9935.49,191.07,2,1,16,2,0
22,46,31,4611.56,100.25,0,0,0,2,0
51,44,135,7168.03,162.91,1,1,14,3,0
24,22,105,7946.65,361.21,7,0,23,3,1
41,53,149,4991.59,94.18,6,1,3,0,1
17,59,16,8584.14,145.49,9,1,27,0,0
12,94,20,5506.93,58.58,2,0,1,2,0
57,30,43,4175.34,139.18,3,0,25,3,0
46,8,172,1167.45,145.93,2,0,18,1,1
32,98,47,3994.79,40.76,3,1,7,1,0
15,57,114,7365.97,129.23,7,0,21,3,1
16,73,19,9220.74,126.31,8,1,15,2,0
54,20,48,2591.63,129.58,6,1,7,1,1
22,25,139,3616.83,144.67,8,0,9,1,1
28,19,157,1624.21,85.48,8,0,15,3,1
20,5,45,6938.16,1387.63,6,0,4,0,1
33,75,164,9605.87,128.08,6,0,18,1,1
10,79,176,6445.43,81.59,7,1,5,0,1
40,72,87,6209.06,86.24,9,1,9,1,1
32,83,15,5579.55,67.22,2,0,23,2,0
50,87,110,975.71,11.22,7,0,29,0,0
33,27,172,7322.09,271.19,0,1,4,2,1
2,40,96,6060.29,151.51,5,1,20,0,1
33,96,168,6648.62,69.26,1,0,18,3,0
33,26,102,8998.23,346.09,6,1,18,3,1
41,27,86,7861.21,291.16,2,1,12,1,0
13,62,142,7831.06,126.31,9,1,27,2,1
30,83,81,9279.12,111.8,4,1,14,0,0
33,50,51,9900.36,198.01,9,1,7,2,0
13,42,112,5854.7,139.4,1,1,10,2,1
52,29,15,1177.93,40.62,0,1,0,1,0
26,39,65,4645.39,119.11,4,1,3,3,1
22,60,88,7897.25,131.62,8,0,24,0,1
39,41,76,374.48,9.13,8,1,21,1,0
2,33,10,663.19,20.1,6,0,21,2,1
38,83,42,764.86,9.22,8,0,29,3,0
39,83,95,7337.25,88.4,3,0,25,3,0
26,97,11,5061.55,52.18,2,0,26,0,0
46,16,118,3752.09,234.51,3,0,26,3,0
58,23,144,1145.61,49.81,6,1,12,2,1
50,7,125,7349.18,1049.88,7,0,6,3,1
15,26,78,3278.1,126.08,1,1,26,2,0
34,96,147,2726.71,28.4,4,0,6,0,1
42,12,159,6557.96,546.5,4,1,5,2,1
55,72,90,5634.21,78.25,8,1,24,3,0
44,5,8,3687.87,737.57,2,0,7,3,0
49,92,152,6450.73,70.12,5,1,11,0,0
40,69,136,2785.09,40.36,9,0,23,0,1
11,49,111,7968.82,162.63,4,1,17,3,1
3,26,176,2370.26,91.16,1,1,22,0,1
59,5,158,1672.49,334.5,1,0,14,2,0
6,22,58,7846.15,356.64,3,1,27,1,0
9,79,86,7108.13,89.98,3,1,15,2,0
6,13,55,1908.13,146.78,6,1,0,2,1
9,28,122,1250.83,44.67,0,1,9,0,1
39,33,108,8400.15,254.55,5,1,14,1,0
31,23,48,7788.32,338.62,8,1,23,3,1
32,97,132,3339.85,34.43,1,0,12,0,1
41,18,165,6616.15,367.56,4,1,18,2,0
50,30,136,1329.19,44.31,9,0,26,1,1
12,26,129,5119.77,196.91,9,1,12,0,1
8,16,47,285.43,17.84,3,0,8,2,1
8,77,5,3976.86,51.65,3,1,20,2,0
50,39,178,840.94,21.56,7,0,15,3,1
28,33,24,4803.96,145.57,5,1,22,3,0
20,26,175,4274.65,164.41,6,0,13,1,1
47,48,18,4499.41,93.74,8,0,22,2,0
59,65,84,548.78,8.44,2,0,8,2,0
7,38,156,3680.0,96.84,1,1,17,3,1
11,2,5,7589.19,3794.6,2,1,3,2,0
20,6,30,3752.25,625.38,7,1,11,3,1
16,46,1,7180.2,156.09,8,0,23,2,0
4,50,86,3757.84,75.16,9,1,4,3,1
6,38,82,4290.07,112.9,4,0,10,3,1
58,88,174,5682.53,64.57,7,1,4,1,1
22,18,69,9511.75,528.43,6,0,18,2,1
26,27,31,1177.72,43.62,8,0,20,2,1
3,41,91,425.85,10.39,3,0,28,3,1
41,72,93,6118.78,84.98,9,1,6,2,1
42,92,127,9496.06,103.22,2,0,3,3,0
14,74,156,9898.26,133.76,8,1,7,1,1
11,17,16,4893.23,287.84,7,0,29,1,0
18,62,54,4734.01,76.36,6,1,26,3,0
54,29,140,6485.14,223.63,0,0,5,0,0
12,58,20,5600.78,96.57,1,0,5,1,0
23,70,82,6377.47,91.11,8,0,21,2,1
12,78,162,8752.59,112.21,4,1,3,3,1
13,22,151,7488.43,340.38,0,0,13,3,1
25,6,109,5019.09,836.52,8,0,2,1,1
45,26,155,4672.46,179.71,0,1,9,3,0
51,39,113,6432.06,164.92,7,1,21,1,0
58,12,17,4611.49,384.29,4,0,5,3,0
19,99,176,4632.02,46.79,5,1,17,1,1
55,14,149,261.43,18.67,0,1,29,2,0
46,22,178,1823.23,82.87,1,0,9,0,1
36,51,168,4936.29,96.79,6,1,8,0,1
45,23,126,8244.27,358.45,1,0,15,0,0
8,48,3,2859.4,59.57,4,0,19,0,1
29,71,17,5274.17,74.28,8,0,3,1,1
55,50,50,3515.12,70.3,4,1,25,3,0
53,89,122,1137.56,12.78,2,1,28,0,0
55,13,90,9587.15,737.47,5,0,27,3,0
32,85,87,8561.27,100.72,6,0,10,1,0
51,10,6,877.08,87.71,9,1,27,1,0
44,55,156,7225.89,131.38,9,1,11,0,1
18,9,55,3541.04,393.45,7,0,23,2,0
6,79,173,9949.01,125.94,2,0,18,0,1
18,52,147,3093.75,59.5,3,0,9,3,1
19,2,102,2463.51,1231.76,9,1,6,0,1
22,25,29,5722.12,228.88,3,0,6,1,0
37,13,151,8367.75,643.67,1,1,17,1,0
32,98,111,2005.94,20.47,6,0,2,3,1
56,51,160,7123.09,139.67,3,1,11,3,1
41,58,10,707.93,12.21,3,1,13,3,0
59,34,91,9197.45,270.51,7,0,19,0,0
3,35,177,902.64,25.79,5,1,1,0,1
28,3,29,9150.89,3050.3,5,1,29,2,0
10,59,45,4958.99,84.05,8,0,8,3,1
51,70,51,4536.1,64.8,3,1,9,2,0
35,48,101,9735.74,202.83,8,1,26,2,0
29,64,128,9904.8,154.76,0,0,5,1,0
54,19,11,6536.76,344.04,8,1,16,2,0
15,67,82,1358.48,20.28,0,1,14,1,0
33,82,128,5111.08,62.33,6,0,0,3,1
7,73,6,5338.71,73.13,5,0,23,1,0
12,76,67,5193.02,68.33,6,0,26,3,0
49,5,62,5737.97,1147.59,8,1,21,0,0
30,67,133,285.37,4.26,9,0,12,2,1
21,11,137,7141.15,649.2,3,0,9,3,1
31,94,28,7152.7,76.09,8,0,11,0,0
58,68,38,1243.15,18.28,2,0,22,0,0
24,69,43,5745.37,83.27,9,0,21,3,1
20,1,117,5726.78,5726.78,8,0,15,1,1
37,91,149,6856.26,75.34,0,0,1,3,0
4,92,46,945.44,10.28,4,1,2,2,1
28,63,166,6302.38,100.04,9,1,7,0,1
44,29,49,2879.44,99.29,4,0,19,1,0
20,82,39,5119.33,62.43,0,0,28,3,0
24,12,71,7755.9,646.32,0,1,14,3,0
50,77,127,7085.89,92.02,2,0,23,0,0
49,41,158,1277.14,31.15,8,1,18,3,1
51,2,149,5952.73,2976.36,6,0,17,2,1
32,37,1,9694.25,262.01,5,1,22,1,0
41,45,160,1652.02,36.71,8,0,0,2,1
36,80,136,8543.78,106.8,3,1,26,0,0
58,48,69,7055.23,146.98,3,1,18,1,0
53,24,30,7762.63,323.44,2,0,1,0,0
34,99,115,2891.39,29.21,4,1,4,0,1
36,22,8,2950.1,134.1,4,1,17,2,0
2,11,113,9069.59,824.51,9,0,15,1,1
15,58,19,3662.34,63.14,6,1,9,0,1
34,46,59,723.85,15.74,6,1,20,2,1
36,29,158,6045.91,208.48,5,1,28,2,1
6,35,79,1335.69,38.16,3,1,2,1,1
39,15,36,7986.3,532.42,6,0,24,3,0
42,60,55,6453.29,107.55,1,1,9,3,0
51,95,44,8759.79,92.21,8,1,24,0,0
51,42,155,7869.89,187.38,6,1,23,3,1
58,43,77,1209.93,28.14,1,1,12,1,0
54,80,78,3872.6,48.41,9,0,20,3,0
12,74,101,7768.15,104.98,1,1,9,1,1
3,49,176,4231.68,86.36,5,0,10,0,1
45,64,30,9726.42,151.98,6,0,6,3,0
18,32,39,7383.83,230.74,8,1,1,1,1
40,64,13,253.45,3.96,3,0,18,1,0
21,2,122,8811.86,4405.93,7,1,27,1,1
15,24,144,1097.97,45.75,9,1,26,2,1
33,87,172,1491.18,17.14,1,1,17,0,1
35,66,112,7371.47,111.69,5,0,25,1,0
26,38,155,8663.19,227.98,3,0,10,2,0
8,31,45,5409.86,174.51,7,1,16,2,1
36,26,119,2961.59,113.91,8,0,2,1,1
48,29,35,3578.02,123.38,1,0,19,0,0
30,67,156,3494.6,52.16,6,0,11,3,1
23,78,7,3334.11,42.74,6,0,24,2,0
42,25,110,2504.81,100.19,7,1,27,1,1
44,48,114,6127.78,127.66,4,1,1,0,1
14,65,51,9014.01,138.68,2,1,24,0,0
14,53,46,3140.12,59.25,0,0,0,1,0
2,67,20,1948.27,29.08,3,1,8,2,0
55,90,96,8401.92,93.35,2,1,21,3,0
37,18,38,7443.65,413.54,1,1,23,0,0
5,9,104,9315.29,1035.03,5,0,18,3,1
38,38,32,1738.65,45.75,6,0,7,0,0
45,87,154,1528.09,17.56,9,0,26,0,1
41,21,58,5460.15,260.01,6,1,8,0,0
54,65,167,6182.89,95.12,7,1,6,2,1
47,21,148,4853.72,231.13,1,1,3,2,1
14,27,82,6029.77,223.32,9,0,21,1,1
56,70,50,1885.76,26.94,5,1,15,3,0
39,44,52,4848.18,110.19,5,0,5,3,0
25,28,86,6615.12,236.25,9,0,17,1,1
20,45,115,4383.79,97.42,0,0,1,2,1
2,17,150,6826.53,401.56,1,1,10,3,1
39,40,53,4566.79,114.17,8,0,4,1,1
6,3,66,3402.64,1134.21,7,1,16,0,1
17,76,117,3105.69,40.86,3,0,4,3,1
59,76,43,4167.93,54.84,5,1,25,2,0
25,66,82,328.59,4.98,1,0,2,3,1
57,46,151,6718.4,146.05,4,1,18,0,0
28,86,64,8466.55,98.45,1,1,7,2,0
2,87,137,3610.81,41.5,4,0,10,2,1
35,30,113,555.73,18.52,6,1,2,1,1
37,69,135,9869.08,143.03,6,1,2,2,1
5,9,169,2710.61,301.18,8,0,0,1,1
1,85,54,1353.55,15.92,2,0,29,2,0
40,11,65,3760.55,341.87,3,1,23,0,0
12,69,2,7411.71,107.42,8,0,12,0,0
56,99,132,3009.77,30.4,7,1,29,0,0
36,91,78,5789.56,63.62,6,0,9,0,0
45,66,32,4214.04,63.85,7,0,25,0,0
23,88,100,1265.86,14.38,8,0,5,3,1
47,31,130,3369.84,108.7,3,1,10,0,1
31,33,104,7276.22,220.49,4,0,7,2,1
11,39,142,6158.84,157.92,8,1,18,1,1
10,94,148,1285.81,13.68,6,1,29,3,1
3,46,89,1716.89,37.32,3,0,10,2,1
54,37,49,6443.26,174.14,5,0,5,0,0
14,92,136,8152.81,88.62,0,0,11,0,0
16,60,174,3559.8,59.33,0,0,17,2,1
10,31,149,5993.58,193.34,8,0,2,3,1
29,11,87,1789.37,162.67,7,1,12,1,1
10,87,160,3182.63,36.58,0,0,3,1,1
12,2,8,300.68,150.34,1,1,8,1,0
30,27,101,7705.93,285.4,3,1,15,1,1
41,99,16,4070.0,41.11,0,0,11,0,0
1,2,40,8179.64,4089.82,1,0,19,3,0
5,21,106,7112.89,338.71,4,1,6,0,1
20,58,27,8304.57,143.18,7,1,11,3,0
8,5,104,2928.02,585.6,5,0,7,1,1
43,52,105,1932.58,37.16,5,1,20,2,0
12,45,146,9721.87,216.04,3,1,14,2,1
1,85,35,7201.55,84.72,1,1,1,0,0
57,93,113,8357.02,89.86,2,0,10,2,0
54,20,52,230.02,11.5,5,1,23,0,0
20,61,143,3609.17,59.17,5,1,20,0,1
28,38,53,7453.89,196.16,4,1,4,3,0
57,20,91,872.03,43.6,5,0,22,1,0
43,25,81,5716.67,228.67,5,0,5,1,0
37,2,104,4347.82,2173.91,0,1,18,1,0
47,32,66,274.4,8.57,5,1,29,1,0
37,26,113,2436.16,93.7,4,1,13,3,1
12,70,31,2919.44,41.71,7,0,6,1,1
37,41,61,1207.41,29.45,8,0,11,1,1
49,67,101,6352.22,94.81,5,1,29,2,0
49,97,105,2499.74,25.77,9,1,16,1,0
56,1,98,2848.43,2848.43,3,1,3,1,0
44,51,34,8992.56,176.32,2,1,19,0,0
56,5,59,4724.52,944.9,9,1,21,0,0
28,13,3,3982.07,306.31,0,1,21,1,0
47,19,17,7266.32,382.44,6,1,9,0,0
15,12,78,9105.18,758.76,4,0,23,2,0
6,48,46,347.86,7.25,3,0,27,2,0
44,25,166,4537.56,181.5,8,0,0,2,1
59,57,35,6146.74,107.84,6,1,28,3,0
20,35,129,3253.77,92.96,9,0,22,2,1
50,76,112,7746.84,101.93,7,1,29,1,0
14,94,157,9717.62,103.38,3,0,3,2,1
2,5,132,9439.93,1887.99,9,0,12,2,1
9,98,61,2733.23,27.89,9,0,5,2,1
37,22,97,2340.75,106.4,7,0,25,2,1
20,77,145,9579.16,124.4,3,0,14,0,1
26,57,156,4640.42,81.41,0,1,13,2,1
29,47,178,2162.15,46.0,7,1,24,2,1
1,54,90,7099.27,131.47,0,0,2,0,1
55,3,136,2915.76,971.92,2,1,23,0,0
35,53,162,2745.75,51.81,6,0,18,3,1
6,84,59,8804.57,104.82,2,0,5,1,0
37,31,18,1708.54,55.11,7,0,1,3,0
53,69,95,737.49,10.69,4,1,8,0,0
59,88,155,2764.95,31.42,2,0,29,0,0
5,33,16,6108.76,185.11,4,0,12,0,1
33,72,10,1318.57,18.31,4,1,17,3,0
49,88,104,4768.79,54.19,7,0,11,2,1
51,50,76,6310.64,126.21,8,1,20,1,0
14,84,150,8502.5,101.22,5,1,21,1,1
12,16,16,2375.71,148.48,9,1,3,2,1
42,76,12,8191.73,107.79,2,1,27,1,0
20,77,75,2425.57,31.5,1,1,22,2,0
53,39,179,6799.99,174.36,2,1,28,3,0
50,89,129,4363.67,49.03,8,1,6,0,1
24,46,27,1235.34,26.86,6,1,11,2,1
59,96,12,7171.21,74.7,8,1,22,2,0
43,88,30,2255.85,25.63,5,1,10,0,0
34,47,9,1848.57,39.33,7,1,6,0,0
25,44,53,3647.4,82.9,9,1,28,1,1
50,9,54,6567.57,729.73,8,1,25,2,0
29,87,165,2416.57,27.78,2,1,26,0,0
57,50,170,1918.25,38.36,6,1,9,1,1
39,77,49,198.54,2.58,8,1,8,3,1
31,60,4,4769.27,79.49,1,1,1,2,0
56,96,79,4343.59,45.25,6,0,4,3,0
47,15,179,2415.29,161.02,4,0,9,0,1
43,36,91,631.16,17.53,7,1,24,0,1
50,63,79,4349.63,69.04,3,1,27,2,0
23,69,159,7903.23,114.54,0,0,28,3,0
44,86,103,7181.29,83.5,9,0,13,0,1
38,80,111,8621.87,107.77,7,1,26,2,0
20,41,58,194.87,4.75,5,1,15,2,1
23,74,82,9667.55,130.64,7,0,26,2,0
45,24,132,3479.98,145.0,2,1,1,0,1
